date,promotion,event_type,arena,location,event_name,event_id,match_type,match_length,participant_count,title_ids,title_names,title_change,winner_ids,winner_names,winning_team_ids,winning_team_names,loser_ids,loser_names,losing_team_ids,losing_team_names,drawer_ids,drawer_names,drawing_team_ids,drawing_team_names,gender
2020-10-07,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #56,293232,,447.0,2,,,False,,,,,,,,,"4767,8148","Brandon Cutler,Peter Avalon",,,male
2020-10-07,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #56,293232,,347.0,6,,,False,"6215,6959,20399","Alex Reynolds,John Silver,Ten",2663,The Dark Order,"9087,14804,23929","Aaron Solow,Angel Fashion,M'Badu",,,,,,,male
2020-10-07,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #56,293232,,179.0,2,,,False,14007,Ricky Starks,,,19034,Fuego Del Sol,,,,,,,male
2020-10-07,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #53,250458,,514.0,2,,,False,17970,Big Swole,,,3821,Serena Deeb,,,,,,,female
2020-09-25,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #55,292411,,275.0,2,,,False,8047,Angelico,,,22365,Shawn Dean,,,,,,,male
2020-09-25,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #55,292411,,355.0,4,,,False,"20065,18858","Brian Pillman Jr.,Griff Garrison",,,"16194,19229","Cezar Bononi,David Ali",,,,,,,male
2020-09-25,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #52,291367,,208.0,2,,,False,2813,Orange Cassidy,,,20399,Ten,,,,,,,male
2020-09-25,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #52,291367,,279.0,2,,,False,17188,Dr. Britt Baker DMD,,,22271,Red Velvet,,,,,,,female
2020-09-25,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #52,291367,,594.0,2,,,False,18849,Darby Allin,,,14007,Ricky Starks,,,,,,,male
2020-09-25,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #52,291367,,668.0,2,,,False,758,Chris Jericho,,,18653,Isiah Kassidy,,,,,,,male
2020-09-25,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #55,292411,,178.0,2,,,False,17970,Big Swole,,,21932,Skyler Moore,,,,,,,female
2020-09-25,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #55,292411,,215.0,2,,,False,10279,Brandi Rhodes,,,22856,Kenzie Paige,,,,,,,female
2020-09-25,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #52,291367,AEW World Title,864.0,2,4331,AEW World Title,False,3940,Jon Moxley,,,21060,The Butcher,,,,,,,male
2020-09-25,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #52,291367,AEW World Tag Team Title,939.0,4,4392,AEW World Tag Team Title,False,"7159,12068","Cash Wheeler,Dax Harwood",5470,FTR,"892,293","Frankie Kazarian,Scorpio Sky",2246,SCU,,,,,male
2020-09-25,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #55,292411,,145.0,2,,,False,12277,Will Hobbs,,,10624,Ryzin,,,,,,,male
2020-09-25,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #55,292411,,359.0,4,,,False,"10334,10343","Penta El Zero M,Rey Fenix",7400,The Lucha Brothers,"10271,17540","Joey Janela,Sonny Kiss",,,,,,,male
2020-09-25,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #55,292411,,395.0,4,,,False,"18237,11924","Jungle Boy,Luchasaurus",8746,The Jurassic Express,"7543,9456","Eric Watts,Ray Rosas",,,,,,,male
2020-09-25,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #55,292411,,105.0,2,,,False,1065,Matt Sydal,,,5475,Michael Nakazawa,,,,,,,male
2020-09-25,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #55,292411,,505.0,2,,,False,6959,John Silver,,,7870,QT Marshall,,,,,,,male
2020-09-25,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #55,292411,,98.0,2,,,False,902,Eddie Kingston,,,23929,M'Badu,,,,,,,male
2020-09-25,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #55,292411,,394.0,4,,,False,"171,10297","Luther,Serpentico",9591,Chaos Project,"14810,22366","Anthony Bowens,Lee Johnson",,,,,,,male
2020-09-23,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #51,290102,AEW TNT Title,696.0,2,4578,AEW TNT Title,False,5244,Mr. Brodie Lee,,,2813,Orange Cassidy,,,,,,,male
2020-09-23,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #51,290102,AEW World Title,651.0,2,4331,AEW World Title,False,3940,Jon Moxley,,,902,Eddie Kingston,,,,,,,male
2020-09-23,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #54,291762,,392.0,4,,,False,"917,7870","Dustin Rhodes,QT Marshall",9287,The Natural Nightmares,"994,6959","Colt Cabana,John Silver",,,,,,,male
2020-09-23,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #51,290102,,512.0,4,,,False,"9462,16209","Hikaru Shida,Thunder Rosa",,,"8526,2863","Diamante,Ivelisse",,,,,,,female
2020-09-23,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #54,291762,,476.0,4,,,False,"20024,1081","Austin Gunn,Billy",9154,The Gunn Club,"16194,22365","Cezar Bononi,Shawn Dean",,,,,,,male
2020-09-23,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #54,291762,,280.0,2,,,False,18241,Tay Conti,,,22271,Red Velvet,,,,,,,female
2020-09-23,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #54,291762,,390.0,4,,,False,"892,293","Frankie Kazarian,Scorpio Sky",2246,SCU,"9456,10624","Ray Rosas,Ryzin",,,,,,,male
2020-09-23,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #54,291762,,201.0,2,,,False,17027,Penelope Ford,,,21307,Alex Gracia,,,,,,,female
2020-09-23,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #54,291762,,157.0,2,,,False,17025,Nyla Rose,,,22858,Rache Chanel,,,,,,,female
2020-09-23,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #54,291762,,318.0,4,,,False,"171,10297","Luther,Serpentico",9591,Chaos Project,"20065,18858","Brian Pillman Jr.,Griff Garrison",,,,,,,male
2020-09-23,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #54,291762,,349.0,4,,,False,"3828,2963","Chuck Taylor,Trent",5164,Best Friends,"16960,23929","Bshp King,M'Badu",,,,,,,male
2020-09-23,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #51,290102,,639.0,4,,,False,"14266,10610","Kip Sabian,Miro",,,"10271,17540","Joey Janela,Sonny Kiss",,,,,,,male
2020-09-23,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #54,291762,,570.0,4,,,False,"18237,11924","Jungle Boy,Luchasaurus",8746,The Jurassic Express,"20186,20399","Five,Ten",2663,The Dark Order,,,,,male
2020-09-23,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #51,290102,,699.0,2,,,False,11161,Adam Page,,,2397,Evil Uno,,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #53,290270,,237.0,4,,,False,"20024,1081","Austin Gunn,Billy",9154,The Gunn Club,"-1,23929","Cruz,M'Badu",,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #53,290270,,280.0,2,,,False,3821,Serena Deeb,,,20584,KiLynn King,,,,,,,female
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #53,290270,,242.0,4,,,False,"4307,21060","The Blade,The Butcher",8381,The Butcher And The Blade,"24885,20689","Calvin Stewart,Puf",,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #53,290270,,251.0,4,,,False,"2397,5424","Evil Uno,Stu Grayson",2663,The Dark Order,"19034,18929","Fuego Del Sol,Rembrandt Lewis",,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #53,290270,,438.0,4,,,False,"10271,17540","Joey Janela,Sonny Kiss",,,"20642,20670","Daniel Garcia,Kevin Blackwood",,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #53,290270,,315.0,4,,,False,"10334,10343","Penta El Zero M,Rey Fenix",7400,The Lucha Brothers,"16857,11435","Dontae Smiley,Maxx Stardom",,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #53,290270,,274.0,2,,,False,12277,Will Hobbs,,,10297,Serpentico,,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #50,284093,NWA World Women's Title,573.0,2,345,NWA World Women's Title,False,16209,Thunder Rosa,,,2863,Ivelisse,,,,,,,female
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #50,284093,Parking Lot Fight,783.0,4,,,False,"3828,2963","Chuck Taylor,Trent",5164,Best Friends,"12893,15052","Ortiz,Santana",2569,The Inner Circle,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #53,290270,,405.0,2,,,False,14007,Ricky Starks,,,452,Christopher Daniels,,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #53,290270,,353.0,4,,,False,"20186,20399","Five,Ten",2663,The Dark Order,"10624,18943","Ryzin,Xander Gold",,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #53,290270,,540.0,2,,,False,902,Eddie Kingston,,,20065,Brian Pillman Jr.,,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #52,289181,,328.0,4,,,False,"8526,2863","Diamante,Ivelisse",,,"22858,21932","Rache Chanel,Skyler Moore",,,,,,,female
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #52,289181,,188.0,2,,,False,4823,Brian Cage,,,-1,Megabyte Ronnie,,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #52,289181,,405.0,2,,,False,,,,,,,,,"4767,8148","Brandon Cutler,Peter Avalon",,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #53,290270,,584.0,2,,,False,22775,Ben Carter,,,22366,Lee Johnson,,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #52,289181,,260.0,2,,,False,10279,Brandi Rhodes,,,22271,Red Velvet,,,,,,,female
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #52,289181,,336.0,4,,,False,"3828,2963","Chuck Taylor,Trent",5164,Best Friends,"16857,11435","Dontae Smiley,Maxx Stardom",,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #50,284093,,782.0,4,,,False,"758,4071","Chris Jericho,Jake Hager",2569,The Inner Circle,"18653,15417","Isiah Kassidy,Marq Quen",6318,Private Party,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #50,284093,,7.0,2,,,False,17012,MJF,,,22365,Shawn Dean,,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #50,284093,,734.0,4,,,False,"7159,12068","Cash Wheeler,Dax Harwood",5470,FTR,"18237,11924","Jungle Boy,Luchasaurus",8746,The Jurassic Express,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #50,284093,,832.0,2,,,False,11161,Adam Page,,,892,Frankie Kazarian,,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #52,289181,,422.0,2,,,False,994,Colt Cabana,,,7870,QT Marshall,,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #52,289181,,258.0,4,,,False,"4307,21060","The Blade,The Butcher",8381,The Butcher And The Blade,"20642,20670","Daniel Garcia,Kevin Blackwood",,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #52,289181,,273.0,2,,,False,17027,Penelope Ford,,,22095,Dani Jordyn,,,,,,,female
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Late Night Dynamite,290101,,757.0,2,,,False,3190,Shawn Spears,,,1065,Matt Sydal,,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Late Night Dynamite,290101,,915.0,2,,,False,293,Scorpio Sky,,,22775,Ben Carter,,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Late Night Dynamite,290101,,364.0,2,,,False,22619,Anna Jay,,,10279,Brandi Rhodes,,,,,,,female
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #52,289181,,81.0,2,,,False,12277,Will Hobbs,,,11056,Jessy Sorensen,,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #52,289181,,368.0,4,,,False,"12893,15052","Ortiz,Santana",2569,The Inner Circle,"20065,18858","Brian Pillman Jr.,Griff Garrison",,,,,,,male
2020-09-10,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #52,289181,,654.0,8,,,False,"6215,2397,6959,5424","Alex Reynolds,Evil Uno,John Silver,Stu Grayson",2663,The Dark Order,"18653,15417,20024,1081","Isiah Kassidy,Marq Quen,Austin Gunn,Billy","6318,9154","Private Party,The Gunn Club",,,,,male
2020-09-09,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #49,288091,,568.0,4,,,False,"18237,11924","Jungle Boy,Luchasaurus",8746,The Jurassic Express,"10334,10343","Penta El Zero M,Rey Fenix",7400,The Lucha Brothers,,,,,male
2020-09-09,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #49,288091,,193.0,2,,,False,2813,Orange Cassidy,,,8047,Angelico,,,,,,,male
2020-09-09,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #49,288091,,331.0,2,,,False,17025,Nyla Rose,,,18241,Tay Conti,,,,,,,female
2020-09-09,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #49,288091,No Disqualification,586.0,4,,,False,"758,4071","Chris Jericho,Jake Hager",2569,The Inner Circle,"10271,17540","Joey Janela,Sonny Kiss",,,,,,,male
2020-09-09,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #49,288091,AEW TNT Title,628.0,2,4578,AEW TNT Title,False,5244,Mr. Brodie Lee,,,917,Dustin Rhodes,,,,,,,male
2020-09-05,All Elite Wrestling,Pay Per View,Daily's Place,"Jacksonville, Florida, USA",AEW All Out 2020,269456,,924,4,,,False,"4739,4740","Matt Jackson,Nick Jackson",1030,The Young Bucks,"18237,11924","Jungle Boy,Luchasaurus",8746,The Jurassic Express,,,,,male
2020-09-05,All Elite Wrestling,Pay Per View,Daily's Place,"Jacksonville, Florida, USA",AEW All Out 2020,269456,,904,7,,,False,"917,7870,2750,293","Dustin Rhodes,QT Marshall,Matt Cardona,Scorpio Sky",9287,The Natural Nightmares,"2397,5244,5424","Evil Uno,Mr. Brodie Lee,Stu Grayson",2663,The Dark Order,,,,,male
2020-09-05,All Elite Wrestling,Pay Per View,Daily's Place,"Jacksonville, Florida, USA",AEW All Out 2020,269456,21 Man Casino Battle Royale,1308,21,,,False,1062,Lance Archer,,,"1081,4823,452,3828,18849,902,892,4071,1065,12893,10334,10343,14007,15052,3190,17540,4307,21060,2963,12277","Billy,Brian Cage,Christopher Daniels,Chuck Taylor,Darby Allin,Eddie Kingston,Frankie Kazarian,Jake Hager,Matt Sydal,Ortiz,Penta El Zero M,Rey Fenix,Ricky Starks,Santana,Shawn Spears,Sonny Kiss,The Blade,The Butcher,Trent,Will Hobbs",,,,,,,male
2020-09-05,All Elite Wrestling,Pay Per View,Daily's Place,"Jacksonville, Florida, USA",AEW All Out 2020,269456,AEW Women's World Title,1017,2,4370,AEW Women's World Title,False,9462,Hikaru Shida,,,16209,Thunder Rosa,,,,,,,female
2020-09-05,All Elite Wrestling,Pay Per View,Daily's Place,"Jacksonville, Florida, USA",AEW All Out 2020,269456,AEW World Tag Team Title,1777,4,4392,AEW World Tag Team Title,True,"7159,12068","Cash Wheeler,Dax Harwood",5470,FTR,"11161,2906","Adam Page,Kenny Omega",,,,,,,male
2020-09-05,All Elite Wrestling,Pay Per View,Daily's Place,"Jacksonville, Florida, USA",AEW All Out 2020,269456,Broken Rules,365,2,,,False,99,Matt Hardy,,,15284,Sammy Guevara,,,,,,,male
2020-09-05,All Elite Wrestling,Pay Per View,Daily's Place,"Jacksonville, Florida, USA",AEW All Out 2020,269456,AEW World Title,1422,2,4331,AEW World Title,False,3940,Jon Moxley,,,17012,MJF,,,,,,,male
2020-09-05,All Elite Wrestling,Pay Per View,Daily's Place,"Jacksonville, Florida, USA",AEW All Out 2020,269456,Mimosa Mayhem,902,2,,,False,2813,Orange Cassidy,,,758,Chris Jericho,,,,,,,male
2020-09-05,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #51,288425,,181.0,2,,,False,12277,Will Hobbs,,,22377,Sean Legacy,,,,,,,male
2020-09-05,All Elite Wrestling,Pay Per View,Daily's Place,"Jacksonville, Florida, USA",AEW All Out 2020,269456,Tooth And Nail,378,2,,,False,17970,Big Swole,,,17188,Dr. Britt Baker DMD,,,,,,,female
2020-09-05,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW All Out 2020 - The Buy In,287671,,483.0,2,,,False,10271,Joey Janela,,,10297,Serpentico,,,,,,,male
2020-09-05,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW All Out 2020 - The Buy In,287671,,618.0,4,,,False,"18653,15417","Isiah Kassidy,Marq Quen",6318,Private Party,"6215,6959","Alex Reynolds,John Silver",2663,The Dark Order,,,,,male
2020-09-05,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #51,288425,,350.0,2,,,False,8047,Angelico,,,18858,Griff Garrison,,,,,,,male
2020-09-05,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #51,288425,,217.0,2,,,False,22619,Anna Jay,,,21932,Skyler Moore,,,,,,,female
2020-09-05,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #51,288425,,108.0,2,,,False,4823,Brian Cage,,,23931,Tony Donati,,,,,,,male
2020-09-05,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #51,288425,,196.0,2,,,False,902,Eddie Kingston,,,22366,Lee Johnson,,,,,,,male
2020-09-05,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #51,288425,,442.0,2,,,False,14007,Ricky Starks,,,22775,Ben Carter,,,,,,,male
2020-09-05,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #51,288425,,285.0,2,,,False,17540,Sonny Kiss,,,10297,Serpentico,,,,,,,male
2020-09-02,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #50,287806,,289.0,2,,,False,2863,Ivelisse,,,20584,KiLynn King,,,,,,,female
2020-09-02,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #48,286817,,205.0,2,,,False,758,Chris Jericho,,,10271,Joey Janela,,,,,,,male
2020-09-02,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #50,287806,,215.0,4,,,False,"4307,21060","The Blade,The Butcher",8381,The Butcher And The Blade,"20411,21629","D3,Faboo Andre",,,,,,,male
2020-09-02,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #48,286817,,301.0,2,,,False,3940,Jon Moxley,,,20745,Mark Sterling,,,,,,,male
2020-09-02,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #48,286817,,416.0,4,,,False,"12893,15052","Ortiz,Santana",2569,The Inner Circle,"3828,2963","Chuck Taylor,Trent",5164,Best Friends,,,,,male
2020-09-02,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #48,286817,,592.0,2,,,False,16209,Thunder Rosa,,,3821,Serena Deeb,,,,,,,female
2020-09-02,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #50,287806,,260.0,2,,,False,5376,Allie,,,22271,Red Velvet,,,,,,,female
2020-09-02,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #50,287806,,261.0,2,,,False,994,Colt Cabana,,,20009,Zack Clayton,,,,,,,male
2020-09-02,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #50,287806,,269.0,2,,,False,18849,Darby Allin,,,171,Luther,,,,,,,male
2020-09-02,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #50,287806,,482.0,4,,,False,"917,7870","Dustin Rhodes,QT Marshall",9287,The Natural Nightmares,"20186,20399","Five,Ten",2663,The Dark Order,,,,,male
2020-09-02,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #50,287806,,173.0,4,,,False,"10334,10343","Penta El Zero M,Rey Fenix",7400,The Lucha Brothers,"14804,10624","Angel Perez,Ryzin",,,,,,,male
2020-09-02,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #50,287806,,344.0,4,,,False,"6215,6959","Alex Reynolds,John Silver",2663,The Dark Order,"-1,22365","Brandon Bullock,Shawn Dean",,,,,,,male
2020-09-02,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #48,286817,,853.0,8,,,False,"4739,4740,18237,11924","Matt Jackson,Nick Jackson,Jungle Boy,Luchasaurus","1030,8746","The Young Bucks,The Jurassic Express","18653,15417,452,892","Isiah Kassidy,Marq Quen,Christopher Daniels,Frankie Kazarian","6318,2246","Private Party,SCU",,,,,male
2020-08-27,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #49,287308,,209.0,2,,,False,14007,Ricky Starks,,,23931,Tony Donati,,,,,,,male
2020-08-27,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #49,287308,,254.0,2,,,False,5376,Allie,,,22257,Cassandra Golden,,,,,,,female
2020-08-27,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #49,287308,,255.0,2,,,False,14266,Kip Sabian,,,22365,Shawn Dean,,,,,,,male
2020-08-27,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #47 - Thursday Night Dynamite,284092,Three On One Handicap,170.0,4,,,False,17970,Big Swole,,,"17188,17027,14663","Dr. Britt Baker DMD,Penelope Ford,Reba",,,,,,,female
2020-08-27,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #47 - Thursday Night Dynamite,284092,Tables,401.0,2,,,False,15284,Sammy Guevara,,,99,Matt Hardy,,,,,,,male
2020-08-27,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #47 - Thursday Night Dynamite,284092,AEW World Tag Team Title #1 Contendership Gauntlet,1292.0,8,4392,AEW World Tag Team Title,False,"7159,12068","Cash Wheeler,Dax Harwood",5470,FTR,"3828,2963,917,7870,4739,4740","Chuck Taylor,Trent,Dustin Rhodes,QT Marshall,Matt Jackson,Nick Jackson","5164,9287,1030","Best Friends,The Natural Nightmares,The Young Bucks",,,,,male
2020-08-27,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #49,287308,,209.0,4,,,False,"12893,15052","Ortiz,Santana",2569,The Inner Circle,"21629,10624","Faboo Andre,Ryzin",,,,,,,male
2020-08-27,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #49,287308,,229.0,4,,,False,"20024,1081","Austin Gunn,Billy",9154,The Gunn Club,"16252,22307","Donnie Primetime,Ryan Rembrandt",,,,,,,male
2020-08-27,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #49,287308,,230.0,2,,,False,3190,Shawn Spears,,,6882,Eddie Taurus,,,,,,,male
2020-08-27,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #49,287308,,264.0,4,,,False,"18653,15417","Isiah Kassidy,Marq Quen",6318,Private Party,"4767,8148","Brandon Cutler,Peter Avalon",9509,The Initiative,,,,,male
2020-08-27,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #49,287308,,301.0,4,,,False,"18237,11924","Jungle Boy,Luchasaurus",8746,Jurassic Express,"19229,10297","David Ali,Jon Cruz",,,,,,,male
2020-08-27,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #49,287308,,468.0,2,,,False,892,Frankie Kazarian,,,8047,Angelico,,,,,,,male
2020-08-27,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #49,287308,,300.0,2,,,False,22619,Anna Jay,,,22271,Red Velvet,,,,,,,female
2020-08-27,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #49,287308,,301.0,2,,,False,22620,Abadon,,,22095,Dani Jordyn,,,,,,,female
